player,period,decision,payoff
A,1,False,8
A,2,True,8
A,3,False,8
A,4,True,8
A,5,True,8
A,6,False,8
A,7,True,8
A,8,True,8
A,9,False,8
A,10,True,8
A,11,False,8
A,12,True,8
A,13,True,8
A,14,True,8
A,15,True,8
C,1,False,8
C,2,False,8
C,3,True,8
C,4,False,8
C,5,False,8
C,6,True,8
C,7,True,8
C,8,True,8
C,9,False,8
C,10,False,8
C,11,True,8
C,12,True,8
C,13,True,8
C,14,False,8
C,15,True,8
A,1,False,8
A,2,False,8
A,3,True,8
A,4,True,8
A,5,True,8
A,6,True,8
A,7,True,8
A,8,True,8
A,9,False,8
A,10,True,8
A,11,True,8
A,12,True,8
A,13,True,8
A,14,True,8
A,15,False,8
C,1,False,8
C,2,False,8
C,3,False,8
C,4,False,8
C,5,True,8
C,6,False,8
C,7,True,8
C,8,False,8
C,9,False,8
C,10,False,8
C,11,True,8
C,12,True,8
C,13,False,8
C,14,True,8
C,15,True,8
A,1,False,8
A,2,False,8
A,3,True,8
A,4,True,8
A,5,False,8
A,6,True,8
A,7,True,8
A,8,True,8
A,9,True,8
A,10,False,8
A,11,False,8
A,12,False,8
A,13,False,8
A,14,True,8
A,15,True,8
C,1,False,8
C,2,True,8
C,3,False,8
C,4,False,8
C,5,True,8
C,6,False,8
C,7,False,8
C,8,True,8
C,9,False,8
C,10,True,8
C,11,True,8
C,12,True,8
C,13,False,8
C,14,True,8
C,15,True,8
A,1,False,8
A,2,True,8
A,3,True,8
A,4,False,8
A,5,True,8
A,6,True,8
A,7,True,8
A,8,False,8
A,9,True,8
A,10,False,8
A,11,True,8
A,12,True,8
A,13,True,8
A,14,False,8
A,15,True,8
C,1,False,8
C,2,False,8
C,3,True,8
C,4,False,8
C,5,True,8
C,6,False,8
C,7,False,8
C,8,False,8
C,9,False,8
C,10,False,8
C,11,False,8
C,12,True,8
C,13,True,8
C,14,True,8
C,15,True,8
A,1,False,8
A,2,False,8
A,3,True,8
A,4,False,8
A,5,False,8
A,6,False,8
A,7,True,8
A,8,True,8
A,9,True,8
A,10,False,8
A,11,False,8
A,12,False,8
A,13,True,8
A,14,True,8
A,15,True,8
C,1,False,8
C,2,False,8
C,3,True,8
C,4,True,8
C,5,False,8
C,6,True,8
C,7,True,8
C,8,True,8
C,9,True,8
C,10,True,8
C,11,True,8
C,12,False,8
C,13,False,8
C,14,False,8
C,15,True,8
A,1,False,8
A,2,True,8
A,3,True,8
A,4,True,8
A,5,True,8
A,6,False,8
A,7,False,8
A,8,False,8
A,9,False,8
A,10,True,8
A,11,True,8
A,12,True,8
A,13,False,8
A,14,True,8
A,15,False,8
C,1,False,8
C,2,False,8
C,3,False,8
C,4,False,8
C,5,True,8
C,6,True,8
C,7,True,8
C,8,True,8
C,9,False,8
C,10,True,8
C,11,False,8
C,12,False,8
C,13,False,8
C,14,True,8
C,15,True,8
A,1,True,8
A,2,False,8
A,3,True,8
A,4,True,8
A,5,True,8
A,6,True,8
A,7,True,8
A,8,True,8
A,9,False,8
A,10,False,8
A,11,True,8
A,12,False,8
A,13,True,8
A,14,True,8
A,15,True,8
C,1,False,8
C,2,True,8
C,3,True,8
C,4,True,8
C,5,True,8
C,6,True,8
C,7,True,8
C,8,True,8
C,9,False,8
C,10,False,8
C,11,False,8
C,12,True,8
C,13,False,8
C,14,False,8
C,15,True,8
A,1,False,8
A,2,True,8
A,3,False,8
A,4,False,8
A,5,True,8
A,6,False,8
A,7,True,8
A,8,True,8
A,9,True,8
A,10,False,8
A,11,True,8
A,12,True,8
A,13,True,8
A,14,True,8
A,15,True,8
C,1,False,8
C,2,True,8
C,3,False,8
C,4,False,8
C,5,True,8
C,6,True,8
C,7,False,8
C,8,True,8
C,9,True,8
C,10,True,8
C,11,True,8
C,12,True,8
C,13,False,8
C,14,False,8
C,15,True,8
A,1,False,8
A,2,False,8
A,3,True,8
A,4,False,8
A,5,True,8
A,6,True,8
A,7,False,8
A,8,True,8
A,9,False,8
A,10,False,8
A,11,False,8
A,12,True,8
A,13,True,8
A,14,False,8
A,15,True,8
C,1,False,8
C,2,False,8
C,3,False,8
C,4,True,8
C,5,True,8
C,6,False,8
C,7,True,8
C,8,True,8
C,9,True,8
C,10,False,8
C,11,True,8
C,12,True,8
C,13,True,8
C,14,True,8
C,15,False,8
A,1,False,8
A,2,True,8
A,3,True,8
A,4,False,8
A,5,False,8
A,6,False,8
A,7,False,8
A,8,True,8
A,9,True,8
A,10,False,8
A,11,True,8
A,12,True,8
A,13,True,8
A,14,False,8
A,15,False,8
C,1,False,8
C,2,False,8
C,3,True,8
C,4,False,8
C,5,True,8
C,6,True,8
C,7,False,8
C,8,False,8
C,9,True,8
C,10,False,8
C,11,True,8
C,12,False,8
C,13,True,8
C,14,True,8
C,15,True,8
A,1,False,8
A,2,False,8
A,3,False,8
A,4,True,8
A,5,False,8
A,6,True,8
A,7,True,8
A,8,True,8
A,9,True,8
A,10,True,8
A,11,True,8
A,12,False,8
A,13,False,8
A,14,False,8
A,15,True,8
C,1,False,8
C,2,True,8
C,3,False,8
C,4,True,8
C,5,False,8
C,6,False,8
C,7,True,8
C,8,True,8
C,9,True,8
C,10,False,8
C,11,False,8
C,12,True,8
C,13,False,8
C,14,True,8
C,15,False,8
A,1,False,8
A,2,False,8
A,3,True,8
A,4,True,8
A,5,True,8
A,6,True,8
A,7,False,8
A,8,False,8
A,9,True,8
A,10,True,8
A,11,True,8
A,12,True,8
A,13,False,8
A,14,True,8
A,15,False,8
C,1,False,8
C,2,False,8
C,3,False,8
C,4,True,8
C,5,True,8
C,6,False,8
C,7,True,8
C,8,False,8
C,9,True,8
C,10,False,8
C,11,True,8
C,12,False,8
C,13,True,8
C,14,False,8
C,15,True,8
